NM_RAZAO_SOCIAL;CD_PROCESSO_SUSEP;NR_PROPOSTA;ID_PROPOSTA;DT_PROPOSTA;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA;NM_SEGURADO;NR_DOCUMENTO_SEGURADO;NM_MUNICIPIO_PROPRIEDADE;SG_UF_PROPRIEDADE;LATITUDE;NR_GRAU_LAT;NR_MIN_LAT;NR_SEG_LAT;LONGITUDE;NR_GRAU_LONG;NR_MIN_LONG;NR_SEG_LONG;NR_DECIMAL_LATITUDE;NR_DECIMAL_LONGITUDE;NM_CLASSIF_PRODUTO;NM_CULTURA_GLOBAL;NR_AREA_TOTAL;NR_ANIMAL;NR_PRODUTIVIDADE_ESTIMADA;NR_PRODUTIVIDADE_SEGURADA;NivelDeCobertura;VL_LIMITE_GARANTIA;VL_PREMIO_LIQUIDO;PE_TAXA;VL_SUBVENCAO_FEDERAL;NR_APOLICE;DT_APOLICE;ANO_APOLICE;CD_GEOCMU;VALOR_INDENIZAÇÃO;EVENTO_PREPONDERANTE
Aliança do Brasil Seguros S/A.;15414901479201927;60054234;1984735;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Maringá;PR;-;-;-;-;-;-;-;-;-23,301478;-51,918814;CUSTEIO;Milho 2ª safra;24;-;4800;3600;0,75;224169,6;14883,09;0,066392098;5953,23;9667;06/01/2025;2025;4115200;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51414116;1086836;27/03/2020;27/03/2020;27/03/2021;ANONIMIZADO;***;Ajuricaba;RS;S;28;9;54;W;53;48;26;-;-;CUSTEIO;Trigo;65;-;2928;1903,2;0,65;97500;15600;0,16;5460;11000;31/03/2020;2020;4300208;82738,5; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;60054251;1984911;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Itapeva;SP;-;-;-;-;-;-;-;-;-23,700427;-48,839769;CUSTEIO;Milho 2ª safra;28;-;4960;3720;0,75;230541,71;10251,85;0,044468526;4100,74;9684;06/01/2025;2025;3522406;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;52149135;1210880;01/09/2020;01/09/2020;01/09/2021;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;30;54;W;54;44;5;-;-;CUSTEIO;Soja;70;-;3300;2145;0,65;154000;10010;0,065;2502,5;13724;02/09/2020;2020;4318903;84028,95; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;51589426;1129744;13/05/2020;13/05/2020;13/05/2021;ANONIMIZADO;***;Catanduvas;PR;S;25;10;47;W;53;8;1;-;-;CUSTEIO;Trigo;39;-;2700;1755;0,65;57037,5;9126;0,16;3650,4;12064;14/05/2020;2020;4105003;38780,43; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;51624077;1125593;20/05/2020;20/05/2020;20/05/2021;ANONIMIZADO;***;Cascavel;PR;S;25;8;16;W;53;25;25;-;-;CUSTEIO;Trigo;17,4;-;2780;1807;0,65;26201,44;4192,23;0,159999985;1676,89;12112;22/05/2020;2020;4104808;10061,35; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;54303339;1360053;01/06/2021;01/06/2021;01/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;32;39;W;51;46;56;-;-;CUSTEIO;Trigo;30;-;4500;3150;0,7;450000;5020;0,011155556;2008;20024;10/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54280786;1339068;27/05/2021;27/05/2021;27/05/2022;ANONIMIZADO;***;Colônia Jordãozinho;PR;S;25;18;29;W;51;35;50;-;-;CUSTEIO;Cevada;26,89;-;5500;3850;0,7;416795;7807,95;0,01873331;3123,18;19676;31/05/2021;2021;4109401;2118,85; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50434112;1045864;09/09/2019;09/09/2019;08/09/2020;ANONIMIZADO;***;Rio Grande;RS;S;32;13;14;W;52;29;25;-;-;CUSTEIO;Soja;65;-;2800;1820;0,65;149500;12232,92;0,081825552;4281,52;8195;27/09/2019;2019;4315602;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60055283;1984957;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Flórida;PR;-;-;-;-;-;-;-;-;-23,091677;-51,991133;CUSTEIO;Milho 2ª safra;78;-;4160;3120;0,75;645748,48;44151,39;0,068372426;17660,55;9693;06/01/2025;2025;4108106;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51634662;1125890;22/05/2020;22/05/2020;22/05/2021;ANONIMIZADO;***;Vitorino;PR;S;26;17;50;W;52;44;14;-;-;CUSTEIO;Trigo;10,89;-;3133;2036,45;0,65;19612,45;3137,98;0,159999388;1255,19;12181;29/05/2020;2020;4128708;3875,85; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50405362;1038703;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Veríssimo;MG;S;19;34;35;W;48;31;4;-;-;CUSTEIO;Cana-de-açúcar;77,6;-;120;78;0,65;284133,95;4520,71;0,015910489;1582,25;8141;27/09/2019;2019;3171105;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51414095;1096040;27/03/2020;27/03/2020;27/03/2021;ANONIMIZADO;***;Catuípe;RS;S;28;7;12;W;54;6;26;-;-;CUSTEIO;Trigo;32;-;2985;1940,25;0,65;64000;10240;0,16;3584;10920;30/03/2020;2020;4305009;32836,48; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;51405378;1118249;25/03/2020;25/03/2020;25/03/2021;ANONIMIZADO;***;Unistalda;RS;S;29;2;11;W;55;12;-;-;-;CUSTEIO;Soja;56;-;3250;2112,5;0,65;100800;8064;0,08;2016;10804;26/03/2020;2020;4322376;98060,45; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;51690085;1125470;04/06/2020;04/06/2020;04/06/2021;ANONIMIZADO;***;Toledo;PR;S;24;42;47;W;53;37;59;-;-;CUSTEIO;Trigo;10;-;2445;1589,25;0,65;15795;2527,2;0,16;1010,88;12293;05/06/2020;2020;4127700;4741,66; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;54303340;1359996;01/06/2021;01/06/2021;01/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;32;56;W;51;46;50;-;-;CUSTEIO;Trigo;21;-;4500;3150;0,7;315000;3514;0,011155556;1405,6;20025;10/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;52078149;1196598;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Campanha;MG;S;21;48;35;W;45;21;17;-;-;CUSTEIO;Milho 1ª safra;35;-;11385;9108;0,8;140000;7342,22;0,052444429;1835,56;13365;18/08/2020;2020;3110905;52346; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;55249267;1494837;19/10/2021;19/10/2021;19/10/2022;ANONIMIZADO;***;Mirandópolis;SP;S;21;14;56;W;51;10;47;-;-;CUSTEIO;Soja;235,14;-;3795;2466,75;0,65;1293270;97605,94;0,075472206;19521,19;23387;22/10/2021;2021;3530102;0; VARIAÇÃO EXCESSIVA DE TEMPERATURA
Aliança do Brasil Seguros S/A.;15414901479201927;57776635;1689654;10/01/2023;10/01/2023;10/01/2024;ANONIMIZADO;***;Luiziana;PR;-;-;-;-;-;-;-;-;-24,465936;-52,45381;CUSTEIO;Milho 2ª safra;9;-;4000;2600;0,65;341058,67;33480,82;0,098167333;13392,33;3751;16/01/2023;2023;4113734;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;55240140;1488457;16/10/2021;16/10/2021;16/10/2022;ANONIMIZADO;***;Bagé;RS;S;31;15;7;W;54;12;2;-;-;CUSTEIO;Soja;90;-;2800;1820;0,65;272700;26664;0,097777778;5332,8;23291;21/10/2021;2021;4301602;41416,82; INCÊNDIO
Aliança do Brasil Seguros S/A.;15414901479201927;51414093;1107423;27/03/2020;27/03/2020;27/03/2021;ANONIMIZADO;***;Santo Ângelo;RS;S;28;12;21;W;54;10;43;-;-;CUSTEIO;Trigo;35;-;2985;1940,25;0,65;66500;10640;0,16;3724;10918;30/03/2020;2020;4317509;43205,49; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;60053644;1984647;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,157657;-51,914713;CUSTEIO;Milho 2ª safra;36;-;4240;3180;0,75;311182,88;21446,73;0,068920019;8578,69;9646;06/01/2025;2025;4101150;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50405357;1045544;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Rio Verde;GO;S;18;3;2;W;50;38;47;-;-;CUSTEIO;Soja;160;-;3750;2625;0,7;409668,8;14758,73;0,036026004;5165,56;8122;11/09/2019;2019;5218805;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50694443;1047906;19/10/2019;19/10/2019;18/10/2020;ANONIMIZADO;***;Baliza;GO;S;16;23;21;W;52;28;23;-;-;CUSTEIO;Soja;120;-;3750;2625;0,7;336000;11834,66;0,035222202;4142,13;8500;24/10/2019;2019;5203104;106094,47; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50418020;1045642;05/09/2019;05/09/2019;04/09/2020;ANONIMIZADO;***;Rio Grande;RS;S;32;13;14;W;52;29;25;-;-;CUSTEIO;Soja;65;-;2800;1820;0,65;149500;12232,92;0,081825552;4281,52;8184;27/09/2019;2019;4315602;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;55805911;1604525;28/01/2022;28/01/2022;28/01/2023;ANONIMIZADO;***;Aquidaban;PR;-;-;-;-;-;-;-;-;-23,5886;-52,0204;CUSTEIO;Milho 2ª safra;9;-;6000;3900;0,65;45000;5250;0,116666667;2100;24730;01/02/2022;2022;4114807;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;55775171;1552480;24/01/2022;24/01/2022;24/01/2023;ANONIMIZADO;***;Guaíra;PR;-;-;-;-;-;-;-;-;-24,1581;-54,245;CUSTEIO;Milho 2ª safra;19;-;3900;2535;0,65;120000;14000;0,116666667;5600;24394;27/01/2022;2022;4108809;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50620465;1046578;08/10/2019;08/10/2019;07/10/2020;ANONIMIZADO;***;Itaqui;RS;S;29;12;58;W;56;20;46;-;-;CUSTEIO;Soja;75;-;2800;1820;0,65;112500;9000;0,08;3150;8318;14/10/2019;2019;4310603;63258,75; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;52839462;1239525;24/09/2020;24/09/2020;24/09/2021;ANONIMIZADO;***;Pedras Altas;RS;S;31;59;12;W;53;45;36;-;-;CUSTEIO;Soja;10;-;2800;1820;0,65;28000;2240;0,08;560;14396;28/09/2020;2020;4314175;8947,39; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54310020;1356025;04/06/2021;04/06/2021;04/06/2022;ANONIMIZADO;***;Colônia Vitória;PR;S;25;33;27;W;51;33;47;-;-;CUSTEIO;Cevada;18,1;-;5500;3850;0,7;280550;5255,64;0,018733345;2102,26;19884;09/06/2021;2021;4109401;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54278271;1338485;25/05/2021;25/05/2021;25/05/2022;ANONIMIZADO;***;Nova Prata do Iguaçu;PR;S;25;37;43;W;53;18;21;-;-;CUSTEIO;Trigo;33,56;-;3000;1950;0,65;425373;13611,94;0,032000009;5444,78;19590;26/05/2021;2021;4117255;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50704867;1039182;23/10/2019;23/10/2019;22/10/2020;ANONIMIZADO;***;Birigui;SP;S;21;15;17;W;50;17;8;-;-;CUSTEIO;Cana-de-açúcar;60,5;-;110;71,5;0,65;193902,5;3016,25;0,015555498;1055,69;8572;28/10/2019;2019;3506508;158792,69; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50426010;1045486;06/09/2019;06/09/2019;05/09/2020;ANONIMIZADO;***;Novo São Joaquim;MT;S;14;54;47;W;52;46;44;-;-;CUSTEIO;Soja;286;-;3750;3000;0,8;686400;27380,48;0,039889977;8214,14;8187;27/09/2019;2019;5106281;222078,89; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50457116;1045405;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;18;59;W;54;58;11;-;-;CUSTEIO;Soja;95;-;3300;2310;0,7;190000;15546,86;0,081825579;5441,4;8201;27/09/2019;2019;4318903;103550; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51524570;1127282;20/04/2020;20/04/2020;20/04/2021;ANONIMIZADO;***;Guarapuava;PR;S;25;16;17;W;51;41;51;-;-;CUSTEIO;Cevada;30;-;5500;3850;0,7;84000;7868;0,093666667;2753,8;11793;05/05/2020;2020;4109401;19908; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;55816039;1604684;31/01/2022;31/01/2022;31/01/2023;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,2151;-51,9314;CUSTEIO;Milho 2ª safra;19;-;6000;3900;0,65;82320;9604;0,116666667;3841,6;24832;24/03/2022;2022;4101150;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;57890276;1678354;20/01/2023;20/01/2023;20/01/2024;ANONIMIZADO;***;São Jerônimo da Serra;PR;-;-;-;-;-;-;-;-;-23,66598;-50,912019;CUSTEIO;Trigo;27;-;2762;1795,3;0,65;138775,85;12700,67;0,09151931;5080,26;3863;27/01/2023;2023;4124707;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;52897680;1275206;09/10/2020;09/10/2020;09/10/2021;ANONIMIZADO;***;Reserva do Iguaçu;PR;S;25;50;50;W;51;52;45;-;-;CUSTEIO;Soja;40,29;-;4200;3360;0,8;106768,5;3475,91;0,032555576;868,98;14855;14/10/2020;2020;4121752;23922,56; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;55816044;1604690;31/01/2022;31/01/2022;31/01/2023;ANONIMIZADO;***;Ivatuba;PR;-;-;-;-;-;-;-;-;-23,6181;-52,2108;CUSTEIO;Milho 2ª safra;33;-;6000;3900;0,65;187000;21816,66;0,116666631;8726,66;24834;24/03/2022;2022;4111605;83674,85; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;60053136;2012143;05/12/2024;05/12/2024;05/12/2025;ANONIMIZADO;***;Miraselva;PR;-;-;-;-;-;-;-;-;-22,973713;-51,467437;CUSTEIO;Milho 2ª safra;27;-;4160;3120;0,75;225419,84;14075,08;0,062439402;5630,03;9635;06/01/2025;2025;4116000;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50405398;1039018;02/09/2019;02/09/2019;01/09/2020;ANONIMIZADO;***;Paulo de Faria;SP;S;20;8;7;W;49;22;44;-;-;CUSTEIO;Cana-de-açúcar;13,97;-;110;77;0,7;49107,2;1021,29;0,020797154;357,45;8160;27/09/2019;2019;3536604;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;54166041;1345294;30/04/2021;30/04/2021;30/04/2022;ANONIMIZADO;***;Candói;PR;S;25;24;58;W;51;58;16;-;-;CUSTEIO;Trigo;36,04;-;4500;3150;0,7;540600;6030,68;0,011155531;2412,27;19258;06/05/2021;2021;4104428;0; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;50687155;1048584;16/10/2019;16/10/2019;15/10/2020;ANONIMIZADO;***;São Miguel das Missões;RS;S;28;42;32;W;54;29;52;-;-;CUSTEIO;Soja;122;-;3300;2475;0,75;298900;26901;0,09;9415,35;8443;23/10/2019;2019;4319158;195988,73; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50434107;1045821;09/09/2019;09/09/2019;08/09/2020;ANONIMIZADO;***;Santa Helena de Goiás;GO;S;17;50;59;W;50;30;31;-;-;CUSTEIO;Soja;350;-;3750;2625;0,7;1027250;37007,7;0,036025992;12952,7;8191;27/09/2019;2019;5219308;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60053643;1984636;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;Ângulo;PR;-;-;-;-;-;-;-;-;-23,168636;-51,952612;CUSTEIO;Milho 2ª safra;19;-;4240;3180;0,75;170137,76;11725,86;0,068919798;4690,34;9645;06/01/2025;2025;4101150;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50411131;1046086;04/09/2019;04/09/2019;03/09/2020;ANONIMIZADO;***;Vitorino;PR;S;26;11;9;W;52;47;48;-;-;CUSTEIO;Soja;36,3;-;3750;2437,5;0,65;88758,22;3964,21;0,044663018;1387,47;8173;27/09/2019;2019;4128708;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50965775;1088371;09/12/2019;09/12/2019;08/12/2020;ANONIMIZADO;***;Cascavel;PR;S;24;55;40;W;53;18;43;-;-;CUSTEIO;Milho 2ª safra;9,7;-;7200;4680;0,65;26481;2780,51;0,105000189;973,18;9685;06/01/2020;2020;4104808;8111,13; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54930305;1501533;31/08/2021;31/08/2021;31/08/2022;ANONIMIZADO;***;São Miguel das Missões;RS;S;28;29;7;W;54;31;44;-;-;CUSTEIO;Soja;30;-;3300;2310;0,7;102201,3;9084,54;0,088888693;1816,91;21633;02/09/2021;2021;4319158;76840,86; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50405361;1038713;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Veríssimo;MG;S;19;34;36;W;48;31;48;-;-;CUSTEIO;Cana-de-açúcar;139;-;120;78;0,65;508951,28;8097,68;0,015910521;2834,19;8127;23/09/2019;2019;3171105;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60053657;1984672;06/12/2024;06/12/2024;06/12/2025;ANONIMIZADO;***;São Carlos do Ivaí;PR;-;-;-;-;-;-;-;-;-23,350081;-52,510452;CUSTEIO;Milho 2ª safra;23;-;4320;3240;0,75;202836,48;15011,37;0,07400725;6004,54;9659;06/01/2025;2025;4124608;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50405399;1056463;31/08/2019;31/08/2019;30/08/2020;ANONIMIZADO;***;Nova Mutum;MT;S;14;1;51;W;55;27;40;-;-;CUSTEIO;Soja;329;-;3750;3000;0,8;987000;39371,41;0,03988998;11811,42;8161;27/09/2019;2019;5106224;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;60055286;1984969;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Centenário do Sul;PR;-;-;-;-;-;-;-;-;-22,802122;-51,526018;CUSTEIO;Milho 2ª safra;20;-;4240;3180;0,75;179640,8;12180,51;0,067804808;4872,2;9696;06/01/2025;2025;4105102;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50441492;1045415;10/09/2019;10/09/2019;09/09/2020;ANONIMIZADO;***;Palminópolis;GO;S;16;47;22;W;50;15;6;-;-;CUSTEIO;Soja;116;-;3750;2625;0,7;302662,56;10903,72;0,036025995;3816,3;8196;27/09/2019;2019;5215900;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50457121;1045964;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;22;28;W;55;3;17;-;-;CUSTEIO;Soja;39;-;3300;2310;0,7;78000;6382,39;0,081825513;2233,84;8232;01/10/2019;2019;4318903;41792,4; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50405364;1038724;29/08/2019;29/08/2019;28/08/2020;ANONIMIZADO;***;Campo Florido;MG;S;19;46;21;W;48;29;26;-;-;CUSTEIO;Cana-de-açúcar;77,1;-;120;78;0,65;282302,42;4491,57;0,015910491;1572,05;8143;27/09/2019;2019;3111408;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;55014158;1470989;15/09/2021;15/09/2021;15/09/2022;ANONIMIZADO;***;Japurá;PR;S;23;25;40;W;52;34;31;-;-;CUSTEIO;Soja;19,1;-;3058;1987,7;0,65;262625;4202;0,016;840,4;22342;22/09/2021;2021;4112405;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;54047772;1346588;31/03/2021;31/03/2021;31/03/2022;ANONIMIZADO;***;Pinhão;PR;S;25;41;58;W;51;42;16;-;-;CUSTEIO;Trigo;39,7;-;4500;3150;0,7;555800;6200,25;0,011155542;2480,1;18818;05/04/2021;2021;4119301;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;57765552;1679269;09/01/2023;09/01/2023;09/01/2024;ANONIMIZADO;***;Santa Isabel do Ivaí;PR;-;-;-;-;-;-;-;-;-23,130246;-53,188728;CUSTEIO;Milho 2ª safra;20;-;3762;2445,3;0,65;138375;14953,46;0,108064752;5981,38;3743;16/01/2023;2023;4123709;0; DEMAIS CAUSAS
Aliança do Brasil Seguros S/A.;15414901479201927;50670348;1049115;10/10/2019;10/10/2019;09/10/2020;ANONIMIZADO;***;Chapada dos Guimarães;MT;S;15;32;37;W;55;28;7;-;-;CUSTEIO;Soja;75;-;3000;2100;0,7;161325;5682,23;0,035222253;1988,78;8422;18/10/2019;2019;5103007;32466,74; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;50457120;1045950;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;São Luiz Gonzaga;RS;S;28;22;36;W;55;1;9;-;-;CUSTEIO;Soja;60;-;3300;2310;0,7;120000;9819,07;0,081825583;3436,67;8231;01/10/2019;2019;4318903;65352; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;51742461;1128851;12/06/2020;12/06/2020;12/06/2021;ANONIMIZADO;***;Guarapuava;PR;S;25;22;9;W;51;31;58;-;-;CUSTEIO;Cevada;65;-;5500;3850;0,7;162500;15220,83;0,093666646;6088,33;12461;17/06/2020;2020;4109401;63030,58; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;52078146;1194130;14/08/2020;14/08/2020;14/08/2021;ANONIMIZADO;***;Campanha;MG;S;21;48;34;W;45;22;6;-;-;CUSTEIO;Milho 1ª safra;30;-;11385;9108;0,8;120000;6293,33;0,052444417;1573,33;13322;17/08/2020;2020;3110905;48300; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50426012;1045613;06/09/2019;06/09/2019;05/09/2020;ANONIMIZADO;***;Novo São Joaquim;MT;S;14;56;48;W;52;49;26;-;-;CUSTEIO;Soja;686;-;3750;3000;0,8;1577800;62938,41;0,03988998;18881,52;8188;27/09/2019;2019;5106281;569428,02; SECA
Aliança do Brasil Seguros S/A.;15414901479201927;60053131;1988866;05/12/2024;05/12/2024;05/12/2025;ANONIMIZADO;***;Arapongas;PR;-;-;-;-;-;-;-;-;-23,354322;-51,482502;CUSTEIO;Milho 2ª safra;10;-;4880;3172;0,65;84874,88;4986,22;0,058747889;1994,48;9630;06/01/2025;2025;4101507;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;50405409;1045882;03/09/2019;03/09/2019;02/09/2020;ANONIMIZADO;***;Campo Novo;RS;S;27;38;58;W;53;45;59;-;-;CUSTEIO;Milho 1ª safra;77;-;8000;5600;0,7;184800;15415,39;0,083416613;5395,39;8169;27/09/2019;2019;4304002;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;52897678;1275204;09/10/2020;09/10/2020;09/10/2021;ANONIMIZADO;***;Reserva do Iguaçu;PR;S;25;52;10;W;51;52;15;-;-;CUSTEIO;Soja;40,29;-;4200;3360;0,8;106768,5;3475,91;0,032555576;868,98;14853;14/10/2020;2020;4121752;28848,85; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;55816017;1604655;31/01/2022;31/01/2022;31/01/2023;ANONIMIZADO;***;Ivatuba;PR;-;-;-;-;-;-;-;-;-23,5916;-52,152;CUSTEIO;Milho 2ª safra;33;-;6000;3900;0,65;186450;21752,5;0,116666667;8701;24825;24/03/2022;2022;4111605;82740,77; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;53360693;1295081;22/12/2020;22/12/2020;22/12/2021;ANONIMIZADO;***;Quedas do Iguaçu;PR;S;25;26;30;W;52;53;37;-;-;CUSTEIO;Milho 2ª safra;13,55;-;5525;3591,25;0,65;27073,44;3128,5;0,115556058;1251,4;17538;04/01/2021;2021;4120903;0; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;51624078;1125612;20/05/2020;20/05/2020;20/05/2021;ANONIMIZADO;***;Cascavel;PR;S;24;57;33;W;53;11;22;-;-;CUSTEIO;Trigo;5,68;-;2780;1807;0,65;8553,11;1368,5;0,160000281;547,4;12125;26/05/2020;2020;4104808;8348,69; VENTOS FORTES/FRIOS
Aliança do Brasil Seguros S/A.;15414901479201927;60055277;1985014;10/12/2024;10/12/2024;10/12/2025;ANONIMIZADO;***;Mandaguaçu;PR;-;-;-;-;-;-;-;-;-23,164669;-51,975636;CUSTEIO;Milho 2ª safra;25;-;4240;3180;0,75;209650,4;12921,8;0,061634989;5168,72;9687;06/01/2025;2025;4114104;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;53928080;1336184;19/03/2021;19/03/2021;19/03/2022;ANONIMIZADO;***;Iretama;PR;S;24;24;20;W;52;7;26;-;-;CUSTEIO;Milho 2ª safra;12;-;5000;3250;0,65;142492,2;2843,51;0,019955548;1137,4;18609;22/03/2021;2021;4110805;0; GRANIZO
Aliança do Brasil Seguros S/A.;15414901479201927;50457131;1046820;12/09/2019;12/09/2019;11/09/2020;ANONIMIZADO;***;Cascavel;PR;S;24;52;21;W;53;24;20;-;-;CUSTEIO;Milho 1ª safra;40;-;10000;7000;0,7;113563,2;5510,89;0,048527076;1928,81;8240;01/10/2019;2019;4104808;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51834868;1144388;02/07/2020;02/07/2020;02/07/2021;ANONIMIZADO;***;Pelotas;RS;S;31;40;75;W;52;16;13;-;-;CUSTEIO;Soja;82;-;2835;1842,75;0,65;205000;15580;0,076;3895;12749;03/07/2020;2020;4314407;25577,51; CHUVA EXCESSIVA
Aliança do Brasil Seguros S/A.;15414901479201927;60054240;1988921;07/12/2024;07/12/2024;07/12/2025;ANONIMIZADO;***;Sabáudia;PR;-;-;-;-;-;-;-;-;-23,404958;-51,584093;CUSTEIO;Milho 2ª safra;10;-;4640;3248;0,7;89622,45;5671,9;0,063286598;2268,76;9673;06/01/2025;2025;4122701;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51409852;1099216;26/03/2020;26/03/2020;26/03/2021;ANONIMIZADO;***;Capão do Cipó;RS;S;28;47;23;W;54;40;35;-;-;CUSTEIO;Trigo;56;-;2904;1887,6;0,65;82761,84;13241,88;0,159999826;4634,66;10977;30/03/2020;2020;4304655;53899,04; GEADA
Aliança do Brasil Seguros S/A.;15414901479201927;50405375;1045458;30/08/2019;30/08/2019;29/08/2020;ANONIMIZADO;***;Itapejara d'Oeste;PR;S;26;1;47;W;52;47;59;-;-;CUSTEIO;Soja;9,07;-;3575;2502,5;0,7;21029,6;1233,21;0,058641629;431,62;8146;27/09/2019;2019;4111209;-;-
Aliança do Brasil Seguros S/A.;15414901479201927;51524569;1127538;20/04/2020;20/04/2020;20/04/2021;ANONIMIZADO;***;Guarapuava;PR;S;25;15;55;W;51;42;14;-;-;CUSTEIO;Cevada;30;-;5500;3850;0,7;84000;7868;0,093666667;2753,8;11792;05/05/2020;2020;4109401;19908; GEADA
